id,Actual,Support Vector Classifier (RBF),Naive Bayes,Logistic Regression,Random Forest
7664313,1,1,1,1,1
7674966,1,0,1,0,1
7732697,1,1,1,1,1
8135260,1,1,1,1,1
8180725,1,1,1,1,1
8190460,0,0,1,0,1
8239200,1,1,1,1,1
8422798,1,1,1,1,1
8428228,0,0,1,1,0
8484022,1,1,1,1,1
8527276,1,1,1,1,1
8630844,1,1,1,1,1
8630975,0,1,1,1,1
8799124,0,1,1,1,1
8805684,1,1,1,1,1
8818793,1,1,1,1,1
9263034,1,1,1,1,1
9384451,0,1,1,1,1
9484014,1,1,1,1,1
9495955,1,1,1,1,1
9576009,1,1,1,1,1
9633048,1,1,1,1,1
9646587,1,1,1,1,1
9710829,1,1,1,1,1
9792889,1,1,1,1,1
9922641,1,1,1,1,1
9972140,1,1,1,1,1
9977773,1,1,1,1,1
10042836,0,0,1,1,1
10109182,0,1,1,1,1
10134131,0,1,1,1,1
10140973,1,1,1,1,1
10140981,1,1,1,1,1
10142485,0,1,1,1,1
10171662,1,1,1,1,1
10229111,1,1,1,1,1
10276149,1,1,1,1,1
10296552,0,1,1,1,1
10303978,0,1,1,1,1
10311334,1,1,1,1,1
10418024,1,1,1,1,1
10446126,1,1,1,1,1
10484542,1,1,1,1,1
10511908,1,1,1,1,1
10546409,1,0,1,1,1
10565989,0,1,1,1,1
10586369,1,1,1,1,1
10621390,1,1,1,1,1
10628930,1,1,1,1,1
10629176,0,1,1,1,1
10643131,1,1,1,1,1
10671838,1,1,1,1,1
10678402,1,1,1,1,1
10685057,0,0,1,1,1
10692485,1,1,1,1,1
10699079,1,1,1,1,1
10719596,0,1,1,1,1
10803646,1,1,1,1,1
10849585,0,1,1,1,1
10860661,1,0,1,1,1
10891723,0,1,1,1,1
10902191,1,1,1,1,1
10930066,1,1,1,1,1
10937237,1,1,1,1,1
10943072,1,1,1,1,1
10951554,1,1,1,1,1
10963748,1,1,1,1,1
10979377,1,1,1,1,1
11037554,1,1,1,1,1
11043026,1,1,1,1,1
11049605,1,1,1,1,1
11050885,1,1,1,1,1
11055514,1,1,1,1,1
11080607,1,1,1,1,1
11095579,1,1,1,1,1
11132598,0,1,1,1,1
11144846,1,1,1,1,1
11171904,0,0,1,1,1
11232793,0,1,1,1,1
11238197,1,0,1,0,1
11252113,1,0,1,1,1
11263534,0,0,1,0,0
11276434,1,1,1,1,1
11301269,0,0,1,0,1
11302329,0,0,1,0,1
11348577,0,1,1,1,1
11354164,0,0,1,0,1
11354582,0,0,1,0,0
11354803,0,1,1,1,1
11379747,0,1,1,1,1
11430434,0,1,1,1,1
11445989,0,1,1,1,1
11544460,1,1,1,1,1
11551668,1,1,1,1,1
11580673,1,1,1,1,1
11581020,1,1,1,1,1
11600263,1,0,1,1,1
11605388,1,1,1,1,1
11631208,1,1,1,1,1
11631237,1,1,1,1,1
11640493,1,1,1,1,1
11644961,1,1,1,1,1
11645479,1,1,1,1,1
11646007,1,1,1,1,1
11657598,1,1,1,1,1
11676044,1,1,1,1,1
11676163,0,0,1,0,1
11694039,1,1,1,1,1
11699027,1,1,1,1,1
11709989,1,1,1,1,1
11710420,1,1,1,1,1
11714877,1,1,1,1,1
11741965,1,1,1,1,1
11756525,1,1,1,1,1
11769312,1,1,1,1,1
11817079,1,1,1,1,1
11837021,1,1,1,1,1
11842144,1,1,1,1,1
2016328014,1,1,1,1,1
2017060523,0,1,1,1,1
2017083933,0,1,1,1,1
2017225077,1,0,1,1,1
2017365183,1,1,1,1,1
2017366479,1,1,1,1,1
2018082388,0,1,1,1,1
2018114522,1,1,1,1,1
2018203851,1,1,1,1,1
2018268816,1,1,1,1,1
2018351899,0,1,1,1,1
2019013012,1,1,1,1,0
2019013017,1,1,1,1,1
2019019497,1,1,1,1,1
2019065449,1,1,1,1,1
2019066676,1,1,1,1,1
2019080425,0,0,1,0,0
2019082065,0,0,1,0,0
2019130900,1,1,1,1,1
2019163691,1,1,1,1,1
2019279644,1,1,1,1,1
2020019370,1,1,1,1,1
2020035216,1,1,1,1,1
2020053395,0,1,1,1,1
2020074498,0,0,1,0,1
2020092519,0,1,1,1,1
2020151458,1,1,1,1,1
2020160837,1,1,1,1,1
2020193961,1,1,1,1,1
2020211256,1,1,1,1,1
2020226327,1,1,1,1,1
2020226752,1,1,1,1,1
2020258608,0,0,1,0,0
2020279550,1,1,1,1,1
2020402497,1,1,1,1,1
2021012764,1,1,1,1,1
2021097274,0,0,1,0,0
2021125061,1,1,1,1,1
2021125691,1,1,1,1,1
US5257045A,0,0,0,0,0
US9976634B2,0,0,0,0,0
US9919923B2,0,0,0,0,0
US9718243B2,0,0,0,0,0
US9163824B2,0,0,0,0,0
US6560126B1,0,0,0,0,0
US10086944B2,0,0,0,0,0
US8978270B1,0,0,0,0,0
US10065724B2,0,0,0,0,0
US8997402B2,0,0,0,0,0
US9214704B2,0,0,0,0,0
US10020452B2,0,0,0,0,0
US6603853B1,0,0,0,0,0
US8360762B2,0,0,0,0,0
US9285063B2,0,0,0,0,0
US9109789B2,0,0,0,0,0
US9949588B1,0,0,0,0,0
US8673204B2,0,0,0,0,0
US9174890B2,0,0,0,0,0
US9131640B2,0,0,0,0,0
US9239063B2,0,0,0,0,0
US4772326A,0,0,0,0,0
US5435688A,0,0,0,0,0
US9140859B2,0,0,0,0,0
US9475746B2,0,0,0,0,0
US5297492A,0,0,0,0,0
US8770379B2,0,0,0,0,0
US5843335A,0,0,0,0,0
US9305748B2,0,0,0,0,0
US8590907B2,0,0,0,0,0
US4958461A,0,0,0,0,0
US9815358B1,0,0,0,0,0
US9708561B2,0,0,0,0,0
US8829673B2,0,0,0,0,0
US10000143B1,0,0,0,0,0
US6032049A,0,0,0,0,0
US4786534A,0,0,0,0,0
US8936691B2,0,0,0,0,0
US9278919B1,0,0,0,0,0
US10011935B2,0,0,0,0,0
US7663020B2,0,0,0,0,0
US9481529B2,0,0,0,0,0
US5714350A,0,0,0,0,0
US4684969A,0,0,0,0,0
US8653570B2,0,0,0,0,0
US10030161B2,0,0,0,0,0
US9278079B2,0,0,0,0,0
US9038707B2,0,0,0,0,0
US9204633B2,0,0,0,0,0
US9551388B2,0,0,0,0,0
US9179818B2,0,0,0,0,0
US7015252B2,0,0,0,0,0
US7719079B2,0,0,0,0,0
US9491924B2,0,0,0,0,0
US9139943B2,0,0,0,0,0
US6364369B2,0,0,0,0,0
US9243433B2,0,0,0,0,0
US10056589B2,0,0,0,0,0
US10059391B2,0,0,0,0,0
US9655418B2,0,0,0,0,0
US5611557A,0,0,0,0,0
US9481430B2,0,0,0,0,0
US9661889B1,0,0,0,0,0
US7242431B2,0,0,0,0,0
US5861711A,0,0,0,0,0
US9844174B2,0,0,0,0,0
US9658130B2,0,0,0,0,0
US9200938B2,0,0,0,0,0
US9650962B2,0,0,0,0,0
US7800229B2,0,0,0,0,0
US9281454B2,0,0,0,0,0
US9777512B2,0,0,0,0,0
US7313323B2,0,0,0,0,0
US9876914B2,0,0,0,0,0
US5475231A,0,0,0,0,0
US9180263B2,0,0,0,0,0
US10141663B1,0,0,0,0,0
US5509703A,0,0,0,0,0
US6161512A,0,0,0,0,0
US9903364B2,0,0,0,0,0
US8969966B2,0,0,0,0,0
US10020015B2,0,0,0,0,0
US6180883A,0,0,0,0,0
US9601801B2,0,0,0,0,0
US5032674A,0,0,0,0,0
US10130431B2,0,0,0,0,0
US9642217B2,0,0,0,0,0
US9796495B2,0,0,0,0,0
US6043079A,0,0,0,0,0
US4609322A,0,0,0,0,0
US9103499B2,0,0,0,0,0
US4536542A,0,0,0,0,0
US8742576B2,0,0,0,0,0
US5667263A,0,0,0,0,0
US6503984B2,0,0,0,0,0
US5058815A,0,0,0,0,0
US4859738A,0,0,0,0,0
US9556786B2,0,0,0,0,0
US9538703B2,0,0,0,0,0
US9688922B2,0,0,0,0,0
US9733487B2,0,0,0,0,0
US7154161B1,0,0,0,0,0
US7748978B2,0,0,0,0,0
US8871740B2,0,0,0,0,0
US8288895B2,0,0,0,0,0
US9145309B2,0,0,0,0,0
US9315143B2,0,0,0,0,0
US10094416B2,0,0,0,0,0
US10066717B2,0,0,0,0,0
US7878085B2,0,0,0,0,0
US9340967B2,0,0,0,0,0
US5112155A,0,0,0,0,0
US10046894B1,0,0,0,0,0
US9012608B2,0,0,0,0,0
US8960062B2,0,0,0,0,0
US9534461B2,0,0,0,0,0
US9783349B2,0,0,0,0,0
US9339709B2,0,0,0,0,0
US9172178B2,0,0,0,0,0
US7988009B2,0,0,0,0,0
US9920250B1,0,0,0,0,0
US10049278B2,0,0,0,0,0
US5757730A,0,0,0,0,0
US9453572B2,0,0,0,0,0
US6933666B2,0,0,0,0,0
US9523238B2,0,0,0,0,0
US10066178B2,0,0,0,0,0
US9964369B2,0,0,0,0,0
US8945148B2,0,0,0,0,0
US9772727B2,0,0,0,0,0
US9198991B2,0,0,0,0,0
US9570609B2,0,0,0,0,0
US6214988A,0,0,0,0,0
US9741737B1,0,0,0,0,0
US9228479B2,0,0,0,0,0
US9922741B2,0,0,0,0,0
US7150734B2,0,0,0,0,0
US9627290B2,0,0,0,0,0
US4757162A,0,0,0,0,0
US5544909A,0,0,0,0,0
US4594719A,0,0,0,0,0
US7816609B2,0,0,0,0,0
US10082637B2,0,0,0,0,0
US9098847B2,0,0,1,0,0
US7208380B2,0,0,0,0,0
US9278865B2,0,0,0,0,0
US9486101B2,0,0,0,0,0
US10072368B2,0,0,0,0,0
US10031764B2,0,0,1,0,1
US9977022B2,0,0,0,0,0
US5290851A,0,0,0,0,0
US10086512B2,0,0,0,0,0
US9437903B2,0,0,0,0,0
US9150292B2,0,0,0,0,0
US9375801B2,0,0,0,0,0
US7141930B2,0,0,0,0,0
US4647491A,0,0,0,0,0
US9047965B2,0,0,0,0,0
US9339412B2,0,0,0,0,0
US5412443A,0,0,0,0,0
US6386392B1,0,0,0,0,0
US7926598B2,0,0,0,0,0
US10006730B1,0,0,0,0,0
US9627934B2,0,0,0,0,0
US9186759B2,0,0,0,0,0
US9950427B2,0,0,0,0,0
US5990526A,0,0,0,0,0
US7344247B2,0,0,0,0,0
US9833474B2,0,0,0,0,0
US9082590B2,0,0,0,0,0
US7010108B2,0,0,0,0,0
US7867261B2,0,0,0,0,0
US9221431B2,0,0,0,0,0
US5899569A,0,0,0,0,0
US4713249A,0,0,0,0,0
US9306146B2,0,0,0,0,0
US8650732B2,0,0,0,0,0
US8911522B2,0,0,0,0,0
US4963416A,0,0,0,0,0
US7371841B2,0,0,0,0,0
US10135323B2,0,0,0,0,0
US9913476B2,0,0,0,0,0
US9631691B2,0,0,0,0,0
US9295291B2,0,0,0,0,0
US9496196B2,0,0,0,0,0
US8217003B2,0,0,0,0,0
US9221337B2,0,0,0,0,0
US9005209B2,0,0,0,0,0
US8697273B2,0,0,0,0,0
US9667719B1,0,0,1,0,0
US8955951B2,0,0,0,0,0
US7963288B2,0,0,0,0,0
US9271720B2,0,0,0,0,0
US9338087B2,0,0,1,0,0
US9236784B2,0,0,0,0,0
US10004344B1,0,0,0,0,0
US9338454B2,0,0,1,0,0
US9644520B2,0,0,0,0,0
US9016158B2,0,0,0,0,0
US6383915B1,0,0,0,0,0
US10086223B2,0,0,0,0,0
US8575395B2,0,0,0,0,0
US7871094B2,0,0,0,0,0
US9249290B2,0,0,0,0,0
US9653354B2,0,0,0,0,0
US9480236B2,0,0,0,0,0
US8701107B2,0,0,1,0,0
US4908650A,0,0,0,0,0
US8456916B2,0,0,0,0,0
US6442260B1,0,0,0,0,0
US4957219A,0,0,0,0,0
US10128558B2,0,0,0,0,0
US9079539B2,0,0,0,0,0
US8502904B2,0,1,1,1,1
US4771543A,0,0,0,0,0
US7336447B2,0,0,0,0,0
US5979667A,0,0,0,0,0
US6917065B2,0,0,0,0,0
US5543956A,0,0,0,0,0
US6259158A,0,0,0,0,0
US5921701A,0,0,0,0,0
US5731993A,0,0,0,0,0
US6269084A,0,0,0,0,0
US10042460B2,0,0,0,0,0
US10132214B2,0,0,0,0,0
US7534782B2,0,0,0,0,0
US9687404B2,0,0,0,0,0
US9361975B2,0,0,0,0,0
US9743933B2,0,0,0,0,0
US7871967B2,0,0,0,0,0
US9878349B2,0,0,0,0,0
US9151372B2,0,0,0,0,0
US8967949B2,0,0,0,0,0
US9551392B2,0,0,0,0,0
US8163692B2,0,0,0,0,0
US9327409B2,0,0,0,0,0
US9588359B2,0,0,0,0,0
US9400651B2,0,0,0,0,0
US9499241B2,0,0,0,0,0
US8218481B2,0,0,1,0,1
US9561691B2,0,0,0,0,0
US10077828B2,0,0,0,0,0
US9099341B2,0,0,0,0,0
7660715,1,1,1,1,1
7720683,0,0,1,1,1
7788262,1,1,1,1,1
7945952,0,1,1,1,1
8185400,1,1,1,1,1
8222507,1,0,1,0,0
8355903,1,1,1,1,1
8380504,0,1,1,1,1
8467524,0,1,1,1,1
8510112,1,1,1,1,1
8571871,1,1,1,1,1
8751236,1,1,1,1,1
8764561,0,1,1,1,0
8768687,1,1,1,1,1
8892417,1,1,1,1,1
9047622,0,0,1,0,0
9336782,1,1,1,1,1
9367950,1,1,1,1,1
9390087,1,1,1,1,1
9418385,0,0,1,1,0
9460707,1,1,1,1,1
9582501,1,1,1,1,1
9653093,1,1,1,1,1
9697178,1,1,1,1,1
9754220,0,0,1,0,0
9934515,0,1,1,1,1
9972127,1,1,1,1,1
10027662,0,0,1,1,1
10074364,1,1,1,1,1
10249314,1,1,1,1,1
10334328,1,1,1,1,1
10387970,1,0,1,0,1
10418033,1,1,1,1,1
10453476,1,1,1,0,1
10467347,1,1,1,1,1
10468014,1,1,1,1,1
10504268,1,1,1,1,1
10559299,1,1,1,1,1
10580405,0,0,1,0,0
10593328,0,0,1,1,1
10602062,1,1,1,1,1
10614031,0,1,1,1,1
10628185,1,1,1,1,1
10628931,1,1,1,1,1
10643600,1,1,1,1,1
10650306,1,0,1,1,1
10652565,1,1,1,1,1
10679015,0,1,1,1,1
10682575,1,1,1,1,1
10692602,0,1,1,1,1
10701394,0,0,1,0,1
10706867,1,1,1,1,1
10713289,1,1,1,1,1
10713821,1,1,1,1,1
10789956,1,1,1,1,1
10818293,1,1,1,1,1
10818308,0,1,1,1,1
10827214,0,0,1,0,0
10831976,0,1,1,1,1
10872116,1,1,1,1,1
10915818,1,1,1,1,1
10930263,1,1,1,1,1
10930272,0,0,1,1,1
10931999,0,1,1,1,1
10943309,0,0,1,1,1
10943583,0,1,1,1,1
10956808,0,0,1,0,0
10957017,0,0,1,1,1
10963231,0,0,1,0,1
10984225,0,0,1,0,0
10990852,0,1,1,1,1
10991373,0,1,1,1,1
11003703,1,1,1,1,1
11037328,1,0,1,1,1
11068661,1,1,1,1,1
11068952,0,0,1,0,0
11070671,0,0,1,0,0
11087528,1,1,1,1,1
11093718,0,1,1,1,1
11109099,0,0,1,1,0
11120839,0,1,1,1,1
11127488,0,1,1,1,1
11153566,0,1,1,1,1
11157339,0,0,0,0,0
11165725,0,1,1,1,1
11165735,0,0,1,0,1
11166035,1,1,1,1,1
11170038,1,1,1,1,1
11183169,1,1,1,1,1
11210775,1,1,1,1,1
11232268,1,1,1,1,1
11238090,1,1,1,1,1
11315692,1,0,1,0,1
11355155,1,0,1,0,1
11374952,0,0,1,1,1
11379189,1,1,1,1,1
11393575,1,1,1,1,1
11409963,1,1,1,1,1
11410684,1,1,1,1,1
11410685,0,1,1,1,1
11416712,1,1,1,1,1
11431660,1,1,1,1,1
11483494,0,1,1,1,1
11494486,1,0,1,1,1
11508045,1,1,1,1,1
11514633,0,1,1,1,1
11537416,0,0,1,0,0
11537813,1,1,1,1,1
11551695,1,1,1,1,1
11561326,1,1,1,1,1
11574168,1,0,1,1,1
11586724,0,1,1,1,1
11600260,1,1,1,1,1
11605387,1,1,1,0,0
11647153,1,0,1,0,1
11657292,1,1,1,1,1
11677991,1,1,1,1,1
11726902,0,1,1,1,1
11735178,0,0,1,0,0
11743552,1,0,1,0,0
11748577,1,1,1,1,1
11757907,0,1,1,1,1
11769017,1,1,1,1,1
11769239,1,1,1,1,1
11775581,0,0,1,1,1
11776007,1,0,1,0,1
11777874,1,1,1,1,1
11783474,1,1,1,1,1
11783824,1,1,1,1,1
11790492,1,1,1,1,1
11809688,1,1,1,1,1
11836680,1,1,1,1,1
11899148,1,1,1,1,1
11915137,1,1,1,1,1
2016371887,1,1,1,1,0
2016379611,1,1,1,1,1
2017069086,0,0,1,0,1
2017072640,1,1,1,0,1
2017076327,0,0,1,0,1
2017084268,1,1,1,1,1
2017242847,1,1,1,1,1
2017243582,1,1,1,1,1
2017371506,1,1,1,1,1
2018007404,1,1,1,1,1
2018025108,0,0,1,1,1
2018033427,1,1,1,1,1
2018039618,1,1,1,1,1
2018061393,1,1,1,1,1
2018070872,0,1,1,1,0
2018189980,0,1,1,1,1
2018211652,1,1,1,1,1
2018330818,0,1,1,1,0
2019065498,1,0,1,0,1
2019082255,0,1,1,1,1
2019095430,1,1,1,1,1
2019108448,1,1,1,1,1
2019385590,1,1,1,1,1
2019385628,1,1,1,1,1
2019392291,1,1,1,1,1
2020014650,1,1,1,1,1
2020043492,1,1,1,1,1
2020065813,0,1,1,1,1
2020075000,1,1,1,1,1
2020099728,0,0,1,0,0
2020126557,1,1,1,1,1
2020151258,1,1,1,1,1
2020170542,0,0,0,0,0
2020175383,1,1,1,1,1
2020225050,0,0,0,0,1
2020311350,1,1,1,1,1
2020396190,0,0,1,0,0
2021001216,1,1,1,1,1
2021049452,1,0,1,1,1
2021097644,1,1,1,1,1
2021110158,0,1,1,1,1
2021117842,1,1,1,1,1
2021118035,1,1,1,1,1
US9261901B2,0,0,0,0,0
US9452963B2,0,0,0,0,0
US9115075B2,0,0,0,0,0
US9796135B2,0,0,0,0,0
US9795682B2,0,0,0,0,0
US9392445B2,0,0,1,0,0
US9022134B2,0,0,0,0,0
US7708473B2,0,0,0,0,0
US9532849B2,0,0,0,0,0
US9791320B2,0,0,0,0,0
US9850724B2,0,0,0,0,0
US7764046B2,0,0,0,0,0
US10092923B2,0,0,0,0,0
US4746040A,0,0,0,0,0
US9356400B2,0,0,0,0,0
US9988763B2,0,0,0,0,0
US9245551B2,0,0,0,0,0
US4529771A,0,0,0,0,0
US9220693B2,0,0,0,0,0
US6143223A,0,0,0,0,0
US9371955B2,0,0,0,0,0
US6215214A,0,0,0,0,0
US6174958A,0,0,0,0,0
US9778294B2,0,0,0,0,0
US9997848B2,0,0,0,0,0
US5876620A,0,0,0,0,0
US9991574B2,0,0,0,0,0
US7162816B2,0,0,0,0,0
US9766159B2,0,0,0,0,0
US6649698B1,0,0,0,0,0
US8944700B2,0,0,0,0,0
US9397206B2,0,0,0,0,0
US9341682B2,0,0,0,0,0
US8858184B2,0,0,0,0,0
US9206079B2,0,0,0,0,0
US8105392B2,0,0,0,0,0
US6027800A,0,0,0,0,0
US5184173A,0,0,0,0,0
US5579875A,0,0,0,0,0
US8267613B2,0,0,0,0,0
US9384713B1,0,0,0,0,0
US5693521A,0,0,0,0,0
US8985225B2,0,0,0,0,0
US9490229B2,0,0,0,0,0
US9828842B2,0,0,0,0,0
US9347086B2,0,0,0,0,0
US9360001B2,0,0,0,0,0
US10039696B2,0,0,0,0,0
US10081732B2,0,0,0,0,0
US6328256A,0,0,0,0,0
US7470380B2,0,0,0,0,0
US7243515B2,0,0,0,0,0
US5905021A,0,0,0,0,0
US4545606A,0,0,0,0,0
US5492447A,0,0,0,0,0
US4903062A,0,0,0,0,0
US5456147A,0,0,0,0,0
US4867770A,0,0,0,0,0
US10003434B2,0,0,0,0,0
US4710062A,0,0,0,0,0
US8594656B2,0,0,0,0,0
US9968356B2,0,0,0,0,0
US9537254B2,0,0,0,0,0
US9066504B2,0,0,0,0,0
US4621864A,0,0,0,0,0
US9227938B2,0,0,0,0,0
US6628869B2,0,0,0,0,0
US6381412B1,0,0,0,0,0
US8944304B2,0,0,0,0,0
US9506292B2,0,0,0,0,0
US8763979B2,0,0,0,0,0
US10048469B2,0,0,0,0,0
US9066587B1,0,0,0,0,0
US8485381B2,0,0,0,0,0
US7850137B2,0,0,0,0,0
US9313870B2,0,0,0,0,0
US10113437B2,0,0,0,0,0
US10043562B2,0,0,0,0,0
US6971718B2,0,0,0,0,0
US9689278B2,0,0,0,0,0
US9428879B2,0,0,0,0,0
US7790540B2,0,0,0,0,0
US6545233B2,0,0,0,0,0
US4787703A,0,0,0,0,0
US9969707B2,0,0,0,0,0
US9636393B2,0,0,0,0,0
US9970097B2,0,0,0,0,0
US9462737B2,0,0,0,0,0
US7743870B2,0,0,0,0,0
US7137154B2,0,0,0,0,0
US7075135B2,0,0,0,0,0
US10000229B2,0,0,0,0,0
